id	hy	en	phrase_hy	phrase_en	lesson	tags	note
v0412	ութերորդ	8th — eighth			10	numeral,numbers	
v0413	իններորդ	9th — ninth			10	numeral,numbers	
v0414	տասներորդ	10th — tenth			10	numeral,numbers	
v0415	տասնմեկերորդ	11th — eleventh			10	numeral,numbers	
v0416	անգամ	time, occasion	Երկու անգամ	two times	10	noun,time	pron. անքամ
v0417	կրկնել	to repeat	Նրանք չեն ուզում կրկնել չորրորդ անգամ	They don't want to repeat it for the fourth time	10	verb	pron. կըրկընել
v0418	Տասներկուսն է	It is the 12th (of the month)			10	phrase,calendar	
v0419	քրոջ	sister's			10	noun,family,from-exercise	
v0420	հայրիկի	father's			10	noun,family,from-exercise	
v0421	պապիկի	grandfather's			10	noun,family,from-exercise	source prompt says grandmother's
v0422	Ինչքա՞ն հաճախ	How often?			11	phrase,time	
v0423	ամիսը մի անգամ	once a month	Ամիսը մի անգամ գնում եմ Իլյայի տուն	Once a month I go to Ilya's house	11	phrase,time	
v0424	շաբաթը մի անգամ	once a week			11	phrase,time	
v0425	տարին մի անգամ	once a year			11	phrase,time	
v0426	ամենալավ	best	Երևանում ո՞վ է քո ամենալավ ընկերը	Who is your best friend in Yerevan?	11	adjective	
v0427	նախադասություն	sentence			11	noun,school	
v0428	աշխատասենյակ	study			11	noun,home	
v0429	պատշգամբ	balcony			11	noun,home	
v0430	լոգարան / բաղնիք	bathroom			11	noun,home	
v0431	կահույք	furniture			11	noun,home,furniture	
v0432	սեղան	table			11	noun,home,furniture	
v0433	աթոռ	chair			11	noun,home,furniture	
v0434	պահարան	wardrobe, closet			11	noun,home,furniture	
v0435	սառնարան	refrigerator			11	noun,home,furniture	
v0436	մահճակալ	bed			11	noun,home,furniture	
v0437	օրորոց	cradle, baby bed			11	noun,home,furniture	
v0438	լուսամփոփ	lamp, lampshade			11	noun,home,furniture	
v0439	գորգ	carpet			11	noun,home,furniture	
v0440	վարագույր	curtain			11	noun,home,furniture	
v0441	ժամացույց	clock			11	noun,home,furniture	
v0442	ծաղկաման	vase			11	noun,home,furniture	
v0443	լիքը	full	Լիքը շաքար կա մեջը	There is a lot of sugar in it	11	adjective,from-exercise,other,colloquial	spoken
v0444	դատարկ	empty			11	adjective,from-exercise	
v0445	դժվար	difficult, hard	Դժվար էր արթնանալ	It was hard to wake up	12	adjective	pron. դըժվար
v0446	նույնը	the same			12	pronoun	
v0447	անցած շաբաթ	last week			12	phrase,time	
v0448	այս ամիս	this month			12	phrase,time	
v0449	դահուկ	ski	Դահուկ քշել	to ski	12	noun	
v0450	քշել	to ride, to drive			12	verb,transport	
v0451	թիթիզ	fancy, dressed up, looking good			12	adjective,clothes	
v0452	Նորից ասա	Say it again			12	phrase	
v0453	երեխա	kid, child			12	noun,people,family	
v0454	ամենաշատը	most of all, the most	Երբ դու տանն ես, որտե՞ղ ես լինում ամենաշատը	When you are at home, where are you most of the time?	12	adverb	
v0455	գրասեղան	desk	Ի՞նչ կա քո գրասեղանի վրա հենց հիմա	What is on your desk right now?	12	noun,home,furniture	
v0456	հենց հիմա	right now			12	phrase,time	
v0457	համակարգիչ	computer, laptop			12	noun,work	pron. համակարքիչ
v0458	տուփ	pack, box	Ես մի օրում ծխում եմ մի տուփ սիգարետ	I smoke a pack of cigarettes a day	12	noun	
v0459	սիգարետ	cigarette	Օրը քսան սիգարետ եմ ծխում	I smoke twenty cigarettes a day	12	noun	
v0460	թունդ	strong, heavy (of cigarettes, drinks)	Թունդ սիգարետ	heavy cigarettes	12	adjective	
v0461	քաղցր	sweet			12	adjective,food	
v0462	ժամանակ	time	Տուն գնալու ժամանակն է	It is time to go home	13	noun,time	
v0463	հեռուստացույց	TV			13	noun,home	
v0464	դիտել	to watch			13	verb	
v0465	նայել	to look (to watch)			13	verb	
v0466	սիրուն	beautiful, pretty	Ավելի սիրուն / պակաս սիրուն / ամենասիրուն	more beautiful / less beautiful / the most beautiful	13	adjective	
v0467	երկար	long			13	adjective	
v0468	հաստ	thick			13	adjective	
v0469	բարձրահասակ / բոյով	tall (of people)			13	adjective,people	
v0470	ցածրահասակ / կոլոտ	short (of people)			13	adjective,people	
v0471	գեր / չաղ	fat			13	adjective,people	
v0472	նիհար	thin, slim			13	adjective,people	
v0473	ուժեղ	strong			13	adjective	
v0474	թույլ	weak			13	adjective	
v0475	հարուստ	rich			13	adjective	
v0476	աղքատ	poor			13	adjective,people	
v0477	հին	old (of things)			13	adjective	
v0478	նոր	new			13	adjective	
v0479	ավելի	more	ավելի լավ	better	13	adverb	
v0480	պակաս	less	պակաս լավ	less good	13	adverb,other,time	
v0481	ամենից	of all (superlative marker)			13	adverb	
v0482	քան	than	Նա ավելի բարի է, քան ես	She is kinder than me	13	conjunction	
v0483	մազ	hair			13	noun,face,body,from-exercise	
v0484	ժամը տասին	at ten (o'clock)			14	phrase,time	
v0485	մարզվել	to exercise, to work out			14	verb	
v0486	շուշուտ	fast, quickly			14	adverb,colloquial	very spoken
v0487	թե	or			14	conjunction	
v0488	վերջին	last	վերջինը	the last one	14	adjective	
v0489	երջանիկ	happy	Ես ավելի երջանիկ եմ Հայաստանում, որովհետև այստեղ կան սարեր։	I am happier in Armenia, because there are mountains here.	14	adjective,feelings	
v0490	հաստատ	for sure, definitely			14	adverb	
v0491	սար / լեռ	mountain			14	noun,nature	pl. լեռներ
v0492	հանդիպել	to meet	Կարող եմ հանդիպել իմ ընկերներին շատ հաճախ։	I can meet my friends very often.	14	verb	
v0493	շփվել	to hang out, to socialise			14	verb	
v0494	բոզ	whore			14	noun,vulgar	vulgar
v0495	հայհոյանք	swear word, cursing (мат)			14	noun	
v0496	որ	that (conjunction)			14	conjunction	
v0497	կին	woman			14	noun,people	pl. կանայք
v0498	հրաշք	miracle, wonder			14	noun	pl. հրաշքներ
v0499	սիրտ	heart			14	noun,body	pl. սրտեր
v0500	շուն	dog			14	noun,from-exercise	pl. շներ
v0501	դասագիրք	textbook			14	noun,school	pl. դասագրքեր
v0502	տղամարդ	man			14	noun,people	pl. տղամարդիկ
v0503	տիկին	madam, lady, Mrs			14	noun,people	pl. տիկնայք
v0504	պարոն	sir, Mr			14	noun,people	pl. պարոնայք
v0505	գառ	lamb			14	noun	pl. գառներ
v0506	հարս	bride			14	noun,family	pl. հարսներ
v0507	ծունկ	knee			14	noun,body	pl. ծնկներ
v0508	թոռ	grandchild			14	noun,family	pl. թոռներ
v0509	նուռ	pomegranate			14	noun,food	pl. նռներ
v0510	ռուս	Russian (person)			14	noun,people,countries	pl. ռուսներ
v0511	լավանալ	to get better, to recover	Լավ ա, որ լավանում ես։	It's good that you are getting better.	15	verb	
v0512	վատանալ	to get worse			15	verb	
v0513	երեկ չէ առաջին օրը	the day before yesterday (позавчера)			15	phrase,time	
v0514	վաղը չէ մյուս օրը	the day after tomorrow (послезавтра)			15	phrase,time	
v0515	մի ժամ ու կես / մի ժամ երեսուն րոպե	an hour and a half / one hour thirty minutes			15	phrase,time	
v0516	քեզ / ձեզ	you (object form: sg. informal / pl. or formal)			15	pronoun	
v0517	համար	for	քեզ համար	for you	15	postposition	
v0518	ուղարկել	to send	Ուղարկի	Send! (imperative)	15	verb	
v0519	սիրած	favourite	Ո՞րն է քո սիրած սրճարանը Երևանում։	Which is your favourite café in Yerevan?	15	adjective	
v0520	որտեղի՞ց	where from (откуда)	Որտեղի՞ց ես գալիս։	Where are you coming from?	15	question	
v0521	բանկ	bank	Բանկ / Բանկից	to the bank / from the bank	15	noun,city	
v0522	հյուրանոց	hotel	Հյուրանոց / Հյուրանոցից	to the hotel / from the hotel	15	noun,city,travel	
v0523	մարզասրահ	gym	Մարզասրահ / Մարզասրահից	to the gym / from the gym	15	noun,city	
v0524	վարսավիրանոց	hair salon	Վարսավիրանոց / Վարսավիրանոցից	to the hair salon / from the hair salon	15	noun,city	
v0525	դեսպանատուն	embassy	Դեսպանատուն / Դեսպանատնից	to the embassy / from the embassy	15	noun,city	
v0526	դեղատուն	pharmacy	Դեղատուն / Դեղատնից	to the pharmacy / from the pharmacy	15	noun,city	
v0527	հիվանդանոց	hospital	Հիվանդանոց / Հիվանդանոցից	to the hospital / from the hospital	15	noun,city,body	
v0528	աշխատանք	work	Աշխատանքի / Աշխատանքից	to work / from work	15	noun,work	
v0529	հանդիպում	meeting	Հանդիպման / Հանդիպումից	to a meeting / from a meeting	15	noun,work	
v0530	ընդմիջում	break	Ընդմիջման / Ընդմիջումից	for a break / from a break	15	noun,work	
v0531	ոգևորված	excited, enthusiastic (воодушевленный)	Շատ ոգևորված եմ	I am very excited	16	adjective,feelings	
v0532	դեմք	such a character	Դու դեմք ես, նա (ինքը) դեմք ա	You are such a character, he is such a character	16	noun,colloquial	lit. face; spoken
v0533	սա	this	Ի՞նչ է սա։ Սա գիրք է։	What is this? This is a book.	16	pronoun	
v0534	սրանք	these	Ինչե՞ր են սրանք։ Սրանք լուսանկարներ են։	What are these? These are photographs.	16	pronoun	
v0535	դրանք	those	Դրանք իմ գրքերն են։	Those are my books.	16	pronoun	
v0536	նրանք	those over there			16	pronoun	
v0537	լուսանկար	photograph			16	noun,from-exercise	pron. լուսանըկար
v0538	ինչո՞վ	by what, how (by what means)	Ինչո՞վ ես գնում։	How are you getting there?	16	question	
v0539	ինչո՞ւ	why	Ինչո՞ւ ես գնում։	Why are you going?	16	question	
v0540	ո՞ւմ հետ	with whom	Ո՞ւմ հետ ես գնում։	With whom are you going?	16	question	
v0541	ոտք	foot	ոտքով	on foot	16	noun,body,transport	
v0542	մետրո	metro	մետրոյով	by metro	16	noun,transport	
v0543	տաքսի	taxi	տաքսիով	by taxi	16	noun,transport	
v0544	ավտոբուս	bus	ավտոբուսով	by bus	16	noun,transport	
v0545	ինքնաթիռ	plane	ինքնաթիռով	by plane	16	noun,transport	
v0546	ավտոմեքենա / մեքենա	car	ավտոմեքենայով / մեքենայով	by car	16	noun,transport	
v0547	գնացք	train	գնացքով	by train	16	noun,transport	
v0548	հեծանիվ	bicycle	հեծանիվով	by bicycle	16	noun,transport	
v0549	պարել	to dance	պարելու	(in order) to dance	16	verb	
v0550	կեսօրին	at noon			16	adverb,time	
v0551	երեկոյան	in the evening			16	adverb,time	
v0552	գիշերը	at night			16	adverb,time	
v0553	կեսգիշերին	at midnight			16	adverb,time	
v0554	մենակ	alone			16	adverb	
v0555	ընկերոջս հետ	with my friend			16	phrase,people	pron. ընկերոչըս
v0556	ընկերներիս հետ	with my friends			16	phrase,people	
v0557	գործընկերներիս / իմ գործընկերների հետ	with my colleagues			16	phrase,work	
v0558	երեխաներիս / իմ երեխաների հետ	with my children			16	phrase,family	
v0559	ծնողներիս / իմ ծնողների հետ	with my parents			16	phrase,family	
v0560	տատիկիս հետ	with my grandmother			16	phrase,family	
v0561	հետաքրքիր	interesting	Սա շատ հետաքրքիր գիրք է։	This is a very interesting book.	17	adjective	
v0562	սպանել	to kill			17	verb	
v0563	հիմար	stupid			17	adjective	
v0564	այդտեղ	there			17	adverb	spoken ըտեղ
v0565	այնտեղ	over there			17	adverb	spoken ընդեղ
v0566	այդպես	in that way			17	adverb	spoken տենց
v0567	այնպես	in that way			17	adverb	spoken նենց
v0568	այսքան	this much			17	pronoun	spoken էսքան
v0569	այդքան	that much			17	pronoun	spoken էդքան
v0570	այնքան	that much			17	pronoun	spoken էնքան
v0571	այսպիսի	such, this kind of			17	adjective	
v0572	այդպիսի	such, that kind of			17	adjective	
v0573	այնպիսի	such, that kind of			17	adjective	
v0574	դուր գալ	to like (to be pleasing to someone)			17	verb,from-exercise	
v0575	դյուրին	easy (= հեշտ)			17	adjective,from-exercise	
v0576	Իսպանիա	Spain	Իսպանիայի դեսպանատուն	the Spanish embassy (lit. Spain's embassy)	18	noun,countries	
v0577	Որտեղի՞ դեսպանատուն	the embassy of where? (which country's embassy?)			18	question,city	
v0578	վաճառել	to sell			18	verb	
v0579	վճարել	to pay	Վճարեցի	I paid	18	verb	Վճարեցի is a simple past form
v0580	գնել / առնել	to buy	գնելու	(in order) to buy	18	verb	
v0581	ընկերուհի	female friend	Իմ ընկերուհու անունը Մերի է։	My girlfriend's name is Mary	18	noun,people	gen. ընկերուհու
v0582	ամեն օր	every day			18	phrase,time	
v0583	թարգմանել	to translate			18	verb,languages	pron. թարքմանել
v0584	անցյալ տարի	last year			18	phrase,time	
v0585	անցյալ շաբաթ	last week			18	phrase,time	also անցած շաբաթ
v0586	անցյալ ամիս	last month			18	phrase,time	also անցած ամիս
v0587	եղանակ	weather	Ի՞նչ եղանակ է այսօր։	What is the weather like today?	18	noun,weather,seasons	
v0588	շոգ	hot	Շատ շոգ է	It is very hot	18	adjective,weather	
v0589	տաք	warm			18	adjective,weather	
v0590	ցուրտ	cold			18	adjective,weather	
v0591	արև	sun			18	noun,weather,nature	
v0592	արևային / արևոտ	sunny			18	adjective,weather	
v0593	անձրև	rain	Անձրև չի գալիս։	It is not raining.	18	noun,weather	
v0594	անձրևային / անձրևոտ	rainy			18	adjective,weather	
v0595	քամի	wind			18	noun,weather	
v0596	քամոտ	windy			18	adjective,weather	
v0597	ձյունոտ	snowy			18	adjective,weather	
v0598	մառախուղ	fog			18	noun,weather	
v0599	մառախլապատ	foggy			18	adjective,weather	
v0600	ջերմաստիճան	temperature	Ինչքա՞ն է օդի ջերմաստիճանը այսօր։	What is the air temperature today?	18	noun,weather	
v0601	օդ	air	Օդի ջերմաստիճանը պլյուս/մինուս հինգ է։	The air temperature is plus/minus five.	18	noun,weather,nature	pron. օթ
v0602	ողջ / ամբողջ	whole, entire	Երեկ չէ առաջին օրը ես տանն էի ողջ/ամբողջ օրը։	The day before yesterday I was at home the whole day.	19	adjective	
v0603	ոչինչ / ոչ մի բան	nothing	Ես ոչ մի բան/ոչինչ չէի անում։	I wasn't doing anything.	19	pronoun	
v0604	նախաճաշ	breakfast			19	noun,food	
v0605	նստել	to sit down			19	verb	
v0606	առաջ	before	Մեր դասից առաջ	before our class	19	postposition,time	
v0607	հետո	after	Մեր դասից հետո	after our class	19	postposition,time,adverb	
v0608	ամառ	summer	Ամռանը	in summer	19	noun,seasons	
v0609	աշուն	autumn, fall	Աշնանը	in autumn	19	noun,seasons	
v0610	ավելի շուտ	earlier			20	adverb,time	
v0611	տանտեր	landlord			20	noun,home,people	gen. տանտիրոջ
v0612	միայն	only			20	adverb	
v0613	Քանի՞ օրով	for how many days	Քանի՞ օրով ես գնում։	For how many days are you going?	20	question,travel,time	
v0614	Քանի՞ օրից	in how many days	Քանի՞ օրից ես գնում։	In how many days are you going?	20	question,travel,time	
v0615	Կորեա	Korea	Ես գնում եմ Կորեա երկու շաբաթով	I am going to Korea for two weeks	20	noun,countries	
v0616	կորեական	Korean			20	adjective,countries	
v0617	սկզբում	first, at first	Սկզբում գնում եմ Վրաստան	First I am going to Georgia	20	adverb	
v0618	թռիչք	flight			20	noun,travel	
v0619	տևել	to last			20	verb	
v0620	Ոնց անցավ	How did it go?			20	phrase	
v0621	ամպամած	cloudy			20	adjective,weather	
v0622	մի քանի	several, a few			20	other	
v0623	դրա համար	that's why (поэтому)			20	phrase	
v0624	շուտով	soon			20	adverb,time	
v0625	համտեսել / համը տեսնել	to taste			20	verb,food	lit. to see the taste
v0626	խմիչք	drink			20	noun,drinks	
v0627	ալկոհոլային խմիչքներ	alcoholic drinks			20	phrase,drinks	
v0628	ոչ ալկոհոլային խմիչքներ	non-alcoholic drinks			20	phrase,drinks	
v0629	հաց ուտել	to eat (something), to have a meal			20	phrase,food	lit. to eat bread
v0630	նախաճաշել	to have breakfast			20	verb,food	
v0631	ճաշել / լանչ անել	to have lunch			20	verb,food	
v0632	ընթրիք	dinner			20	noun,food	
v0633	ընթրել	to have dinner			20	verb,food	
v0634	Ե՞րբ ենք նախաճաշելու/ճաշելու/ընթրելու։	When are we going to have breakfast/lunch/dinner?			20	phrase,food	
v0635	Ի՞նչ ենք ուտելու նախաճաշին/ճաշին/ընթրիքին։	What are we going to have for breakfast/lunch/dinner?			20	phrase,food	
v0636	աղցան	salad			20	noun,food	from աղ — salt: "to sprinkle salt"
v0637	ապուր	soup			20	noun,food	
v0638	պատրաստել	to cook, to prepare	Սուրճ պատրաստել	to make coffee	20	verb,food	formal
v0639	սարքել	to cook, to make	Ճաշ սարքել, սուրճ սարքել	to make a meal, to make coffee	20	verb,food	informal
v0640	փոխանցել	to pass	Փոխանցի՛ր աղը	Pass the salt	20	verb,food	
v0641	աղ	salt			20	noun,food	
v0642	սեղան դնել	to set the table			20	phrase,food	lit. to put the table
v0643	սեղան հավաքել	to clear the table (собрать)			20	phrase,food	lit. to gather the table
v0644	ամանները լվանալ	to wash the dishes			20	phrase,home	
v0645	հաց	bread			20	noun,food	
v0646	պանիր	cheese			20	noun,food	
v0647	կանաչի	greens			20	noun,food	
v0648	կաթ	milk	կաթով / առանց կաթի	with milk / without milk	20	noun,drinks	
v0649	առանց	without			20	other,postposition	
v0650	մածուն	yogurt (matsun)			20	noun,food	
v0651	Սուրճը դա՞ռը, թե՞ քաղցր։	Coffee with or without sugar?			20	phrase,drinks	lit. is the coffee bitter or sweet?
v0652	դառը	bitter			20	adjective,food	
v0653	ձվածեղ	omelette			20	noun,food	
v0654	խաշած ձու	boiled egg			20	phrase,food	
v0655	բանջարեղեն	vegetables			20	noun,food	
v0656	բրինձ	rice	բրնձով	with rice (с рисом)	21	noun,food	
v0657	ուրիշ	other	Ուրիշ խոհանոցները համո՞վ էին	Were the other cuisines tasty?	21	adjective	
v0658	Ճապոնիա	Japan	ճապոնական	Japanese	21	noun,countries	
v0659	ատել	to hate	Ես ատում եմ լվանալ ամանները	I hate washing the dishes	21	verb	
v0660	ոգեշնչել	to inspire			21	verb	pron. ոքեշնչել
v0661	շաբաթվա համար	for the week			22	phrase,time	
v0662	շիշ	bottle	Մի շիշ կարմիր գինի	A bottle of red wine	22	noun,drinks	
v0663	մեղր	honey			22	noun,food	
v0664	երբևէ	ever	Դու երբևէ եղե՞լ ես Մադրիդում։	Have you ever been to Madrid?	22	adverb,time	
v0665	եղել եմ	I have been (perfect of լինել)	Ես եղել եմ Մադրիդում	I have been to Madrid	22	phrase	
v0666	շուշուտ արի	come quickly, hurry up			22	phrase,colloquial	
v0667	ուրեմն	so, that means			22	conjunction	
v0668	դեռ	still, yet	Դեռ կես ժամ ունենք	We still have half an hour	22	adverb,time	
v0669	մինչև	until, before	մինչև հայերենի դասը	before the Armenian lesson	22	postposition,time	
v0670	պարապել	to practise, to study	Արի միասին հայերենի դասը պարապենք	Let's practise the Armenian lesson together	22	verb,school	
v0671	կողք	side	Կողքս նստի՛ր	Sit next to me	22	noun	
v0672	Ժամը քանի՞սն է։	What time is it?			22	question,time	
v0673	Ժամը քանիսի՞ն։	At what time?			22	question,time	
v0674	ժամ	hour; o'clock	Ժամը մեկն է	It is one o'clock	22	noun,time	
v0675	կես ժամ	half an hour			22	phrase,time	
v0676	քառորդ	quarter	Մեկն անց քառորդ է	It is a quarter past one	22	noun,time	
v0677	անց	past (of the hour)	Մեկն անց հինգ է	It is five past one (1:05)	22	other,time	
v0678	րոպե	minute	Ուղիղ երեսուն րոպե	Exactly thirty minutes	22	noun,time	
v0679	ուղիղ	exactly (of time); straight	Գնա ուղիղ, հետո թեքվիր ձախ	Go straight, then turn left	22	adverb,city,adjective	
v0680	մարզիչ	coach, trainer	Ո՞վ ա քո մարզիչը։	Who is your coach?	23	noun,people,work	spoken (ա for է)
v0681	քնել	to sleep	Դու սովորաբար ժամը քանիսի՞ն ես քնում։	What time do you usually go to sleep?	23	verb,from-exercise	source also lists քունել
v0682	դպրոց	school			23	noun,school	
v0683	մի ժամից	in an hour			23	phrase,time	ablative -ից
v0684	քայլել	to walk	Ուզում եմ ավելի շատ քայլել	I want to walk more	23	verb	
v0685	կարոտել	to miss (someone)			23	verb,feelings	
v0686	աջ	right			23	adverb,city	
v0687	ձախ	left			23	adverb,city	
v0688	թեքվել	to turn	Թեքվիր աջ / թեքվիր ձախ	Turn right / turn left	23	verb,city	
v0689	քո մասին	about you, about yourself			23	phrase,from-exercise	
v0690	մեծանալ	to grow, to get bigger			24	verb	from մեծ — big
v0691	փոքրանալ	to get smaller			24	verb	from փոքր — small
v0692	Ի՞նչ էիր անում երեկ։	What were you doing yesterday?			24	phrase,time	
v0693	ռեստորան	restaurant	Մենք Լալի ռեստորանում էինք	We were at the Lali restaurant	24	noun,city,food	
v0694	ընկերոջ	friend's; (with) a friend — gen./dat. of ընկեր	Ես ռեստորանում էի երկու ընկերոջ հետ	I was at a restaurant with two friends	24	noun,people,from-exercise	
v0695	հատ	piece (counting word)	Քանի՞ հատ նեգրոնի խմեցիր։	How many negronis did you drink?	24	noun	
v0696	նեգրոնի	negroni			24	noun,drinks	
v0697	եթե	if			24	conjunction	
v0698	լսել	to listen			24	verb	
v0699	տանը	at home			24	adverb,home	
v0700	ամուսնանալ	to get married			24	verb,family	
v0701	իմանալ	to know			24	verb,abstract	
v0702	ձանձրանալ	to get bored			24	verb,feelings	
v0703	խոստանալ	to promise			24	verb	
v0704	բարկանալ	to be angry			24	verb,feelings	
v0705	հիվանդանալ	to get sick			24	verb,body	
v0706	առողջանալ	to get well, to recover			24	verb,body	
v0707	գողանալ	to steal			24	verb	
v0708	բարձրանալ	to rise, to climb, to get on			24	verb	pron. բարցրանալ
v0709	հանգստանալ	to rest, to calm down			24	verb	
v0710	մոտենալ	to come closer, to approach			24	verb	
v0711	շատ շուտ	very soon; very early			25	phrase,time	
v0712	արվեստ	art			25	noun,abstract	
v0713	արվեստագետ	artist			25	noun,work,people	
v0714	կարևոր	important			25	adjective,abstract	
v0715	ուռել	to swell; to get high (опухать)			25	verb,colloquial	spoken
v0716	ուռած	swollen; high			25	adjective,colloquial	spoken
v0717	ծխած	stoned			25	adjective,colloquial	spoken; lit. smoked
v0718	ճշմարտություն	truth	Ասա՛ ինձ ճշմարտությունը, սիրելիս	Tell me the truth, my dear	25	noun,abstract	
v0719	սիրելիս	my dear			25	noun,people	
v0720	բարեկիրթ	polite	Բարեկի՛րթ եղիր	Be polite	25	adjective,people	
v0721	զգույշ	careful	Զգո՛ւյշ եղիր	Be careful	25	adjective	
v0722	ուշադիր	attentive	Ուշադի՛ր եղիր	Be attentive	25	adjective	
v0723	լավ եղիր	be well			25	phrase,greetings	
v0724	քեզ լավ նայիր / ձեզ լավ նայեք	take care of yourself / of yourselves			25	phrase,greetings	
v0725	դնել	to put			25	verb	
v0726	լալ / լացել	to cry			25	verb,feelings	
v0727	թողնել	to let, to leave			25	verb	
v0728	տեսնել	to see			25	verb	
v0729	առնել	to buy, to take			25	verb	
v0730	լվանալ	to wash			25	verb	
v0731	դառնալ	to become, to turn			25	verb	imperative դարձի՛ր, pron. դարցիր
v0732	լինել	to be			25	verb	
v0733	վեր կենալ	to get up			25	verb	
v0734	թանկ	expensive (дорогой, of price)			26	adjective	
v0735	պատահել	to happen	Ամեն ինչ կարող է պատահել	Anything can happen	26	verb	
v0736	դավաճանել	to betray			26	verb,people	
v0737	խաբել	to deceive, to cheat	Մի խաբիր	Don't lie	26	verb,people	
v0738	հեռանալ	to leave, to go away			26	verb	
v0739	ներել	to forgive			26	verb,feelings	
v0740	կասկածել	to doubt, to suspect			26	verb,abstract	
v0741	հետևել	to follow, to observe			26	verb	
v0742	նվիրել	to give as a present			26	verb	
v0743	հավատալ	to believe	Հավատա՛ ինձ	Believe me	26	verb,abstract	
v0744	վստահ	sure, certain	վստահ լինել	to be sure	26	adjective,abstract	
v0745	փող	money	Փող չունեմ	I have no money	26	noun	
v0746	ավտոմեքենա	car			26	noun,transport	
v0747	խփել	to hit			26	verb	
v0748	կյանք	life			26	noun,abstract	
v0749	փոխվել	to change (oneself)			26	verb	
v0750	հաջողություն	good luck; success			26	noun,greetings	
v0751	գարնանային դեպրեսիա	spring depression			27	phrase,feelings,seasons	
v0752	սև սուրճ առանց ինչ-որ բանի	black coffee without anything			27	phrase,drinks	
v0753	ինչ-որ բան	something			27	pronoun	
v0754	ունք	eyebrow			27	noun,face	
v0755	թարթիչ	eyelash			27	noun,face	
v0756	աչք	eye			27	noun,face	
v0757	քիթ	nose			27	noun,face	
v0758	ականջ	ear			27	noun,face	
v0759	բեղ	moustache			27	noun,face	
v0760	այտ / թուշ	cheek			27	noun,face	
v0761	ատամ	tooth			27	noun,face	
v0762	շուրթ / շրթունք	lip			27	noun,face	
v0763	լեզու	tongue			27	noun,face	
v0764	մորուք	beard			27	noun,face	
v0765	դունչ	chin			27	noun,face	
v0766	վիզ	neck			27	noun,face,body	
v0767	էժան	cheap			28	adjective	
v0768	հաջորդ անգամ	next time			28	phrase,time	
v0769	հաջորդ օրը	the next day			28	phrase,time	
v0770	հաջորդ շաբաթ	next week			28	phrase,time	
v0771	հաջորդ ամիս	next month			28	phrase,time	
v0772	հաջորդ տարի	next year			28	phrase,time	
v0773	այսօր երեկոյան	tonight			28	phrase,time,from-exercise	
v0774	տետր	notebook			28	noun,school,from-exercise	
v0775	կոնյակ	cognac			29	noun,drinks	
v0776	պիցա	pizza			29	noun,food	
v0777	թև	arm			29	noun,body	
v0778	ուս	shoulder			29	noun,body	
v0779	կրծքավանդակ	chest			29	noun,body	
v0780	արմունկ	elbow			29	noun,body	
v0781	դաստակ	wrist			29	noun,body	
v0782	փոր	belly			29	noun,body	
v0783	պորտ	navel			29	noun,body	
v0784	կրունկ	heel			29	noun,body	
v0785	եղունգ	nail			29	noun,body	
v0786	թաթ	foot (sole), paw			29	noun,body	
v0787	ոտքի մատ	toe			29	noun,body	pl. ոտքի մատներ
v0788	բութ մատ	thumb			29	noun,body	
v0789	ցուցամատ	index finger			29	noun,body	
v0790	միջնամատ	middle finger			29	noun,body	
v0791	մատանեմատ	ring finger			29	noun,body	
v0792	ճկույթ	little finger			29	noun,body	
v0793	կորցնել	to lose			30	verb	
v0794	գործ	work, job; business			30	noun,work	
v0795	դրոշ	flag	Ես սիրում եմ Հայաստանի դրոշի գույները	I love the colours of the Armenian flag	30	noun	
v0796	Ի՞նչ գույն է սա։	What colour is this?			30	question,colours	
v0797	սև	black	սև գրիչ	black pen	30	adjective,colours	
v0798	սպիտակ	white	Սպիտակ տուն	white house	30	adjective,colours	less frequently ճերմակ
v0799	դեղին	yellow	փոքր դեղին աթոռ	small yellow chair	30	adjective,colours	
v0800	կանաչ	green	կանաչ սեղան	green table	30	adjective,colours	
v0801	շագանակագույն	brown			30	adjective,colours	from շագանակ — chestnut
v0802	դարչնագույն	brown, cinnamon-coloured			30	adjective,colours	from դարչին — cinnamon
v0803	վարդագույն	pink			30	adjective,colours	from վարդ — rose
v0804	ծիրանագույն	apricot-coloured			30	adjective,colours	from ծիրան — apricot
v0805	նարնջագույն	orange	նարնջագույն պատ	orange wall	30	adjective,colours	from նարինջ — orange; less frequently from գազար — carrot
v0806	մոխրագույն	grey	մոխրագույն մազեր	grey hair	30	adjective,colours	from մոխիր — ash
v0807	ոսկեգույն	gold, golden	ոսկեգույն տետր	golden notebook	30	adjective,colours	from ոսկի — gold
v0808	արծաթագույն	silver			30	adjective,colours	from արծաթ — silver
v0809	մանուշակագույն	violet			30	adjective,colours	from մանուշակ — violet
v0810	մուգ	dark (of a colour)	մուգ կապույտ	dark blue	30	adjective,colours	
v0811	անգույն	colourless			30	adjective,colours	
v0812	գունավոր	colourful			30	adjective,colours	
v0813	մեր դասից հետո / առաջ	after / before our class			31	phrase,time	մեր — our
v0814	համայնք	community			31	noun,people	
v0815	մեղրագույն	honey-coloured			31	adjective,colours	
v0816	միջին	medium			31	adjective	
v0817	խիտ	dense, thick			31	adjective	
v0818	այտոսկր	cheekbone			31	noun,face	
v0819	ծուռ	crooked (кривой); crazy, if about a person			31	adjective	
